Unnamed: 0,Tank Failure Pressure (bar),Liquid Ratio,Tank Width (m),Tank Length (m),Tank Height (m),BLEVE Height (m),Vapour Height (m),Vapour Temperature (K),Liquid Temperature (K),Obstacle Distance to BLEVE (m),Obstacle Width (m),Obstacle Height (m),Obstacle Thickness (m),Obstacle Angle,Status,Liquid Critical Pressure (bar),Liquid Boiling Temperature (K),Liquid Critical Temperature (K),Sensor ID,Sensor Position Side,Sensor Position x,Sensor Position y,Sensor Position z,Target Pressure (bar)
8286,8.96,0.66,0.98,3.01,1.22,1.99,0.61,381.81,375.04,12,9,7,2.8,27,Superheated,37.9,-1,152,25,5,13.9,10.75,-2.1,0.057560265
8287,9.12,0.66,0.99,2.99,1.18,2.02,0.6,381.77,374.99,12,9,7,2.81,27,Superheated,37.9,-1,152,26,5,13.9,10.75,1.2,0.048071247
8288,8.98,0.66,1,3.02,1.21,1.99,0.59,382.34,375.39,12,9,7,2.79,27,Superheated,37.9,-1,152,27,5,13.9,10.75,4.5,0.038702037
8289,41.11,0.47,1.79,1.4,2.81,0.41,1.41,415.73,340.48,6,14,8,1.38,8,Subcooled,42.5,-42,96.7,1,1,8.35,-6,-0.9,0.17947508
8290,41.07,0.47,1.8,1.41,2.8,0.41,1.39,415.97,340.25,6,14,8,1.41,8,Subcooled,42.5,-42,96.7,2,1,8.35,-6,2.9,0.18443236
8291,41.06,0.47,1.82,1.4,2.81,0.42,1.42,414.74,340.6,6,14,8,1.41,8,Subcooled,42.5,-42,96.7,3,1,8.35,-6,6.7,0.22726665
8292,41.03,0.47,1.82,1.39,2.8,0.41,1.38,413.35,340.06,6,14,8,1.4,8,Subcooled,42.5,-42,96.7,4,1,8.35,0.8,-0.9,0.11553346
8293,41.1,0.47,1.79,1.41,2.81,0.38,1.41,413.95,340.93,6,14,8,1.4,8,Subcooled,42.5,-42,96.7,5,1,8.35,0.8,2.9,0.11609346
8294,40.74,0.47,1.8,1.4,2.81,0.41,1.42,415.34,341.63,6,14,8,1.42,8,Subcooled,42.5,-42,96.7,6,1,8.35,0.8,6.7,0.10044888
8295,41.17,0.47,1.81,1.41,2.79,0.4,1.38,414.26,339.97,6,14,8,1.39,8,Subcooled,42.5,-42,96.7,7,1,8.35,7.6,-0.9,0.074797682
8296,40.98,0.47,1.79,1.4,2.81,0.4,1.39,417.39,339.93,6,14,8,1.41,8,Subcooled,42.5,-42,96.7,8,1,8.35,7.6,2.9,0.074706517
8297,41.04,0.47,1.8,1.41,2.78,0.42,1.4,416.12,340.64,6,14,8,1.4,8,Subcooled,42.5,-42,96.7,9,1,8.35,7.6,6.7,0.13237333
8298,41.05,0.47,1.82,1.41,2.8,0.4,1.4,415.13,340.83,6,14,8,1.39,8,Subcooled,42.5,-42,96.7,10,2,6.85,-6,-0.9,1.1564219
8299,41.17,0.47,1.81,1.39,2.8,0.41,1.42,415.89,340.39,6,14,8,1.4,8,Subcooled,42.5,-42,96.7,11,2,6.85,-6,2.9,1.0087429
8300,40.9,0.47,1.8,1.39,2.82,0.39,1.41,415.55,340.94,6,14,8,1.39,8,Subcooled,42.5,-42,96.7,12,2,6.85,-6,6.7,0.55927283
8301,41.1,0.46,1.8,1.42,2.81,0.39,1.41,415.27,340.27,6,14,8,1.39,8,Subcooled,42.5,-42,96.7,13,2,6.85,0.8,-0.9,1.3989186
8302,40.98,0.47,1.8,1.41,2.81,0.42,1.41,414.77,341.44,6,14,8,1.41,8,Subcooled,42.5,-42,96.7,14,2,6.85,0.8,2.9,0.88764858
8303,41.08,0.47,1.8,1.39,2.81,0.4,1.41,414.88,340.4,6,14,8,1.38,8,Subcooled,42.5,-42,96.7,15,2,6.85,0.8,6.7,0.58933151
8304,41.05,0.47,1.81,1.41,2.8,0.4,1.38,415.7,341.02,6,14,8,1.4,8,Subcooled,42.5,-42,96.7,16,2,6.85,7.6,-0.9,0.98910391
8305,41.1,0.47,1.78,1.41,2.79,0.38,1.41,415.47,340.24,6,14,8,1.42,8,Subcooled,42.5,-42,96.7,17,2,6.85,7.6,2.9,0.89745682
8306,41.15,0.47,1.79,1.39,2.8,0.38,1.41,414.67,340.48,6,14,8,1.41,8,Subcooled,42.5,-42,96.7,18,2,6.85,7.6,6.7,0.58755332
8307,41.09,0.47,1.82,1.39,2.82,0.38,1.41,415.4,340.92,6,14,8,1.39,8,Subcooled,42.5,-42,96.7,19,3,7.6,-6.25,-0.9,0.6168738
8308,41.03,0.47,1.8,1.38,2.78,0.42,1.39,415.88,340.16,6,14,8,1.41,8,Subcooled,42.5,-42,96.7,20,3,7.6,-6.25,2.9,0.59200573
8309,41.09,0.47,1.79,1.41,2.79,0.41,1.39,415.55,339.84,6,14,8,1.41,8,Subcooled,42.5,-42,96.7,21,3,7.6,-6.25,6.7,0.50312954
8310,41.01,0.47,1.79,1.39,2.78,0.4,1.38,415.54,340.13,6,14,8,1.4,8,Subcooled,42.5,-42,96.7,22,4,7.6,-6,7,0.20062818
8311,41.1,0.47,1.81,1.4,2.79,0.38,1.4,415.24,340.73,6,14,8,1.39,8,Subcooled,42.5,-42,96.7,23,4,7.6,0.8,7,0.17464297
8312,41.12,0.47,1.81,1.41,2.79,0.4,1.41,414.78,340.4,6,14,8,1.42,8,Subcooled,42.5,-42,96.7,24,4,7.6,7.6,7,0.20039999
8313,41.19,0.47,1.79,1.39,2.81,0.39,1.41,415.22,340.02,6,14,8,1.41,8,Subcooled,42.5,-42,96.7,25,5,7.6,7.85,-0.9,0.25416514
8314,41.15,0.47,1.81,1.41,2.82,0.39,1.42,415.6,340.49,6,14,8,1.42,8,Subcooled,42.5,-42,96.7,26,5,7.6,7.85,2.9,0.2478532
8315,41.12,0.48,1.78,1.39,2.8,0.4,1.4,414.44,340.1,6,14,8,1.39,8,Subcooled,42.5,-42,96.7,27,5,7.6,7.85,6.7,0.22303069
8316,23.29,0.88,2.59,8.58,1.22,1.81,0.19,344.49,357.63,12,7,10,2.21,30,Superheated,42.5,-42,96.7,1,1,15.55,3.7,-1.7,0.13997772
8317,23.32,0.87,2.62,8.6,1.21,1.81,0.21,344.22,357.41,12,7,10,2.2,30,Superheated,42.5,-42,96.7,2,1,15.55,3.7,3.1,0.14639589
8318,23.44,0.87,2.58,8.62,1.21,1.82,0.19,343.88,358.17,12,7,10,2.18,30,Superheated,42.5,-42,96.7,3,1,15.55,3.7,7.9,0.13095069
8319,23.21,0.88,2.59,8.58,1.21,1.8,0.19,345.17,357.83,12,7,10,2.2,30,Superheated,42.5,-42,96.7,4,1,15.55,7,-1.7,0.073089935
8320,23.31,0.88,2.59,8.61,1.19,1.79,0.21,342.4,357.56,12,7,10,2.22,30,Superheated,42.5,-42,96.7,5,1,15.55,7,3.1,0.08229962
8321,23.37,0.88,2.59,8.59,1.21,1.81,0.22,344.87,358.11,12,7,10,2.19,30,Superheated,42.5,-42,96.7,6,1,15.55,7,7.9,0.096110865
8322,23.34,0.88,2.59,8.61,1.21,1.79,0.2,344.12,358.32,12,7,10,2.2,30,Superheated,42.5,-42,96.7,7,1,15.55,10.3,-1.7,0.062818602
8323,23.2,0.88,2.62,8.62,1.19,1.81,0.19,343.6,357.59,12,7,10,2.2,30,Superheated,42.5,-42,96.7,8,1,15.55,10.3,3.1,0.064980589
8324,23.24,0.88,2.61,8.62,1.21,1.79,0.2,343.21,358.45,12,7,10,2.21,30,Superheated,42.5,-42,96.7,9,1,15.55,10.3,7.9,0.08472839
8325,23.24,0.88,2.59,8.58,1.22,1.8,0.22,343.68,358.57,12,7,10,2.18,30,Superheated,42.5,-42,96.7,10,2,13.25,3.7,-1.7,0.71364492
8326,23.37,0.88,2.61,8.58,1.21,1.82,0.19,342.9,357.3,12,7,10,2.2,30,Superheated,42.5,-42,96.7,11,2,13.25,3.7,3.1,0.68540555
8327,23.29,0.88,2.59,8.61,1.18,1.8,0.19,343.76,357.98,12,7,10,2.2,30,Superheated,42.5,-42,96.7,12,2,13.25,3.7,7.9,0.42900112
8328,23.22,0.87,2.59,8.6,1.21,1.78,0.19,344.03,358.34,12,7,10,2.18,30,Superheated,42.5,-42,96.7,13,2,13.25,7,-1.7,0.60036361
8329,23.37,0.87,2.61,8.6,1.19,1.8,0.19,345.03,358.26,12,7,10,2.18,30,Superheated,42.5,-42,96.7,14,2,13.25,7,3.1,0.58633214
8330,23.27,0.88,2.61,8.62,1.21,1.79,0.21,343.75,358.95,12,7,10,2.19,30,Superheated,42.5,-42,96.7,15,2,13.25,7,7.9,0.36927944
8331,23.47,0.88,2.58,8.62,1.2,1.8,0.21,343.33,358.09,12,7,10,2.21,30,Superheated,42.5,-42,96.7,16,2,13.25,10.3,-1.7,0.44429064
8332,23.36,0.88,2.6,8.6,1.2,1.79,0.19,344.27,358.2,12,7,10,2.18,30,Superheated,42.5,-42,96.7,17,2,13.25,10.3,3.1,0.44215903
8333,23.17,0.88,2.61,8.6,1.18,1.81,0.21,344.24,358.25,12,7,10,2.18,30,Superheated,42.5,-42,96.7,18,2,13.25,10.3,7.9,0.26783589
8334,23.2,0.88,2.61,8.61,1.18,1.78,0.2,344.22,357.86,12,7,10,2.19,30,Superheated,42.5,-42,96.7,19,3,14.4,3.45,-1.7,0.48830372
8335,23.36,0.88,2.61,8.59,1.2,1.82,0.2,344.42,357.91,12,7,10,2.21,30,Superheated,42.5,-42,96.7,20,3,14.4,3.45,3.1,0.49203953
8336,23.39,0.88,2.59,8.62,1.2,1.8,0.2,344.73,358.62,12,7,10,2.21,30,Superheated,42.5,-42,96.7,21,3,14.4,3.45,7.9,0.28656489
8337,23.44,0.87,2.6,8.6,1.19,1.78,0.2,344.11,357.86,12,7,10,2.2,30,Superheated,42.5,-42,96.7,22,4,14.4,3.7,8.2,0.20470746
8338,23.3,0.87,2.61,8.6,1.2,1.79,0.2,343.51,358.16,12,7,10,2.2,30,Superheated,42.5,-42,96.7,23,4,14.4,7,8.2,0.14513516
8339,23.26,0.88,2.6,8.62,1.21,1.78,0.22,343.47,358.07,12,7,10,2.19,30,Superheated,42.5,-42,96.7,24,4,14.4,10.3,8.2,0.1258872
8340,23.37,0.88,2.59,8.6,1.21,1.79,0.19,344.89,357.68,12,7,10,2.18,30,Superheated,42.5,-42,96.7,25,5,14.4,10.55,-1.7,0.14173961
8341,23.19,0.87,2.59,8.61,1.21,1.81,0.2,345.22,357.05,12,7,10,2.19,30,Superheated,42.5,-42,96.7,26,5,14.4,10.55,3.1,0.14639415
8342,23.47,0.88,2.59,8.61,1.19,1.81,0.19,344.46,357.9,12,7,10,2.19,30,Superheated,42.5,-42,96.7,27,5,14.4,10.55,7.9,0.1320283
8343,28.63,0.17,0.98,7.21,0.39,0.2,0.4,329.97,323.21,7,13,9,0.82,25,Subcooled,37.9,-1,152,1,1,8.35,-3.1,-0.2,0.1225687
8344,28.61,0.17,1,7.21,0.4,0.2,0.42,330.79,323.2,7,13,9,0.81,25,Subcooled,37.9,-1,152,2,1,8.35,-3.1,4.1,0.13403046
8345,28.45,0.17,0.98,7.19,0.4,0.19,0.41,330.52,323.25,7,13,9,0.78,25,Subcooled,37.9,-1,152,3,1,8.35,-3.1,8.4,0.17935826
8346,28.54,0.17,0.98,7.18,0.39,0.19,0.4,330.11,322.71,7,13,9,0.81,25,Subcooled,37.9,-1,152,4,1,8.35,3.2,-0.2,0.05623522
8347,28.54,0.17,1,7.21,0.4,0.2,0.39,330.04,323.35,7,13,9,0.79,25,Subcooled,37.9,-1,152,5,1,8.35,3.2,4.1,0.071113721
8348,28.57,0.17,1,7.22,0.41,0.22,0.41,330.83,322.57,7,13,9,0.79,25,Subcooled,37.9,-1,152,6,1,8.35,3.2,8.4,0.062318545
8349,28.53,0.17,0.98,7.19,0.42,0.22,0.42,330.94,322.97,7,13,9,0.81,25,Subcooled,37.9,-1,152,7,1,8.35,9.5,-0.2,0.052158818
8350,28.4,0.17,1.01,7.2,0.4,0.2,0.41,329.74,322.95,7,13,9,0.79,25,Subcooled,37.9,-1,152,8,1,8.35,9.5,4.1,0.047118217
8351,28.33,0.17,1.01,7.18,0.39,0.2,0.39,331.23,322.36,7,13,9,0.8,25,Subcooled,37.9,-1,152,9,1,8.35,9.5,8.4,0.077804074
8352,28.52,0.17,1.01,7.19,0.41,0.18,0.4,330.02,322.69,7,13,9,0.79,25,Subcooled,37.9,-1,152,10,2,7.45,-3.1,-0.2,0.81542385
8353,28.54,0.17,0.98,7.21,0.42,0.21,0.41,330.02,322.59,7,13,9,0.81,25,Subcooled,37.9,-1,152,11,2,7.45,-3.1,4.1,0.79229885
8354,28.56,0.17,1.01,7.19,0.41,0.2,0.39,330.09,322.86,7,13,9,0.82,25,Subcooled,37.9,-1,152,12,2,7.45,-3.1,8.4,0.5858202
8355,28.37,0.17,1.02,7.2,0.41,0.21,0.39,331.9,322.83,7,13,9,0.8,25,Subcooled,37.9,-1,152,13,2,7.45,3.2,-0.2,0.85958338
8356,28.43,0.17,1.01,7.21,0.39,0.2,0.41,330.28,323.08,7,13,9,0.79,25,Subcooled,37.9,-1,152,14,2,7.45,3.2,4.1,0.82744634
8357,28.62,0.17,1.01,7.2,0.4,0.21,0.4,330.18,323.25,7,13,9,0.79,25,Subcooled,37.9,-1,152,15,2,7.45,3.2,8.4,0.60311961
8358,28.5,0.17,0.99,7.19,0.42,0.18,0.41,331.17,322.64,7,13,9,0.82,25,Subcooled,37.9,-1,152,16,2,7.45,9.5,-0.2,0.33014914
8359,28.62,0.17,1,7.22,0.41,0.22,0.4,329.32,323.11,7,13,9,0.82,25,Subcooled,37.9,-1,152,17,2,7.45,9.5,4.1,0.34610081
8360,28.56,0.17,1.01,7.21,0.38,0.2,0.42,330.04,323.06,7,13,9,0.79,25,Subcooled,37.9,-1,152,18,2,7.45,9.5,8.4,0.2938976
8361,28.4,0.17,0.99,7.19,0.41,0.2,0.42,330.49,323.31,7,13,9,0.79,25,Subcooled,37.9,-1,152,19,3,7.9,-3.35,-0.2,0.35865113
8362,2526.598485,0.17,1.01,7.19,0.4,0.18,0.41,330.16,323.81,7,13,9,0.8,25,Subcooled,37.9,-1,152,20,3,7.9,-3.35,4.1,0.37452266
8363,28.42,0.18,0.99,7.19,0.42,0.22,0.4,331.24,322.22,7,13,9,0.79,25,Subcooled,37.9,-1,152,21,3,7.9,-3.35,8.4,0.35059917
8364,28.52,0.17,0.98,7.22,0.38,0.21,0.41,329.62,323.29,7,13,9,0.82,25,Subcooled,37.9,-1,152,22,4,7.9,-3.1,8.7,0.25225362
8365,28.41,0.18,1,7.2,0.39,0.21,0.42,330.16,323.43,7,13,9,0.8,25,Subcooled,37.9,-1,152,23,4,7.9,3.2,8.7,0.17473535
8366,28.37,0.17,1.01,7.21,0.41,0.21,0.4,329.76,322.52,7,13,9,0.79,25,Subcooled,37.9,-1,152,24,4,7.9,9.5,8.7,0.11574603
8367,28.49,0.17,0.98,7.22,0.41,0.19,0.39,331.34,322.75,7,13,9,0.79,25,Subcooled,37.9,-1,152,25,5,7.9,9.75,-0.2,0.11081129
8368,28.23,0.17,1.01,7.19,0.41,0.19,0.4,330.43,322.83,7,13,9,0.78,25,Subcooled,37.9,-1,152,26,5,7.9,9.75,4.1,0.11455551
8369,28.62,0.17,0.98,7.21,0.41,0.18,0.41,329.31,322.6,7,13,9,0.8,25,Subcooled,37.9,-1,152,27,5,7.9,9.75,8.4,0.11553805
8370,13.01,0.32,2.58,5.6,2.79,0.41,1.99,361.2,295.89,10,7,3,1.6,4,Subcooled,42.5,-42,96.7,1,1,12.95,-2.7,-1.2,0.17549187
8371,12.92,0.32,2.6,5.61,2.79,0.42,1.99,360.36,295.26,10,7,3,1.6,4,Subcooled,42.5,-42,96.7,2,1,12.95,-2.7,0.1,0.17808369
8372,12.72,0.32,2.61,5.58,2.78,0.38,2,361.93,295.45,10,7,3,1.59,4,Subcooled,42.5,-42,96.7,3,1,12.95,-2.7,1.4,0.30938411
8373,12.97,0.32,2.62,5.58,2.82,0.39,1.99,361.85,295.52,10,7,3,1.59,4,Subcooled,42.5,-42,96.7,4,1,12.95,0.6,-1.2,0.37425074
8374,12.9,0.32,2.6,5.62,2.79,0.39,2.01,361.84,295.34,10,7,3,1.62,4,Subcooled,42.5,-42,96.7,5,1,12.95,0.6,0.1,0.2853663
8375,12.9,0.32,2.6,5.62,2.81,0.41,1.99,361.44,295.41,10,7,3,1.62,4,Subcooled,42.5,-42,96.7,6,1,12.95,0.6,1.4,0.13178794
8376,13.07,0.32,2.61,5.59,2.81,0.38,1.98,361.13,295.98,10,7,3,1.62,4,Subcooled,42.5,-42,96.7,7,1,12.95,3.9,-1.2,0.11754579
8377,12.91,0.32,2.62,5.59,2.8,0.41,2.01,362.31,295.67,10,7,3,1.59,4,Subcooled,42.5,-42,96.7,8,1,12.95,3.9,0.1,0.12801757
8378,12.84,0.32,2.61,5.58,2.79,0.41,2,360.78,295.7,10,7,3,1.61,4,Subcooled,42.5,-42,96.7,9,1,12.95,3.9,1.4,0.23416172
8379,13,0.32,2.58,5.61,2.79,0.39,2.02,360.76,295.92,10,7,3,1.61,4,Subcooled,42.5,-42,96.7,10,2,11.25,-2.7,-1.2,1.3775946
8380,12.83,0.32,2.6,5.62,2.8,0.38,1.99,361.77,296.1,10,7,3,1.62,4,Subcooled,42.5,-42,96.7,11,2,11.25,-2.7,0.1,1.35562
8381,12.87,0.33,2.61,5.59,2.8,0.38,2.01,360.69,295.86,10,7,3,1.62,4,Subcooled,42.5,-42,96.7,12,2,11.25,-2.7,1.4,1.2481233
8382,12.84,0.32,2.59,5.62,2.82,0.39,2,361.21,295.43,10,7,3,1.61,4,Subcooled,42.5,-42,96.7,13,2,11.25,0.6,-1.2,1.5867804
8383,12.97,0.32,2.6,5.59,2.81,0.39,2.01,361.36,295.36,10,7,3,1.61,4,Subcooled,42.5,-42,,14,2,11.25,0.6,0.1,1.5548041
8384,12.88,0.32,2.61,5.6,2.79,0.41,2,361,295.31,10,7,3,1.59,4,Subcooled,42.5,-42,96.7,15,2,11.25,0.6,1.4,1.4075513
8385,12.76,0.32,2.59,5.59,2.82,0.38,1.99,359.78,295.66,10,7,3,1.58,4,Subcooled,42.5,-42,96.7,16,2,11.25,3.9,-1.2,1.2909477
8386,12.92,0.32,2.62,5.62,2.82,0.4,2.01,360.71,296.16,10,7,3,1.62,4,Subcooled,42.5,-42,96.7,17,2,11.25,3.9,0.1,1.2750863
8387,12.89,0.32,2.58,5.61,2.79,0.38,1.99,359.97,295.16,10,7,3,1.61,4,Subcooled,42.5,-42,96.7,18,2,11.25,3.9,1.4,1.1816648
8388,12.79,0.32,2.6,5.59,2.81,0.41,2.02,361.45,295.51,10,7,3,1.58,4,Subcooled,42.5,-42,96.7,19,3,12.1,-2.95,-1.2,0.77283514
8389,12.91,0.32,2.61,5.58,2.81,0.39,2.02,362.01,296.38,10,7,3,1.59,4,Subcooled,42.5,-42,96.7,20,3,12.1,-2.95,0.1,0.77308095
8390,12.77,0.33,2.6,5.6,2.79,0.41,2,360.65,295.1,10,7,3,1.6,4,Subcooled,42.5,-42,96.7,21,3,12.1,-2.95,1.4,0.73071462
8391,13.15,0.32,2.61,5.61,2.8,0.39,2.02,359.18,295.8,10,7,3,1.6,4,Subcooled,42.5,-42,96.7,22,4,12.1,-2.7,1.7,0.5692668
8392,12.97,0.32,2.61,5.61,2.78,0.42,2.02,362.15,295.16,10,7,3,1.61,4,Subcooled,42.5,-42,96.7,23,4,12.1,0.6,1.7,0.45064989
8393,13.04,0.32,2.62,5.62,2.82,0.4,1.98,360.47,295.65,10,7,3,1.62,4,Subcooled,42.5,-42,96.7,24,4,12.1,3.9,1.7,0.4348318
8394,13.04,0.32,2.58,5.6,2.79,0.42,2.01,361.64,295.58,10,7,3,1.6,4,Subcooled,42.5,-42,96.7,25,5,12.1,4.15,-1.2,0.40090799
8395,12.86,0.32,2.59,5.6,2.8,0.39,2,360.69,295.47,10,7,3,1.6,4,Subcooled,42.5,-42,96.7,26,5,12.1,4.15,0.1,0.39884025
8396,13.04,0.32,2.61,5.59,2.78,0.39,1.99,361.7,296.33,10,7,3,1.59,4,Subcooled,42.5,-42,96.7,27,5,12.1,4.15,1.4,0.42971313
8397,17.66,0.57,0.59,5.8,0.81,1.4,0.42,306.86,340.88,6,7,5,0.6,17,Superheated,42.5,-42,96.7,1,1,7.65,-1.5,-0.9,0.12524727
8398,4164.351702,0.56,0.6,5.81,0.79,1.4,0.41,307.47,341.44,6,7,5,0.61,17,Superheated,42.5,-42,96.7,2,1,7.65,-1.5,1.4,0.12872955
8399,17.37,0.57,0.61,5.79,0.8,1.41,0.39,307.79,341.05,6,7,5,0.6,17,Superheated,42.5,-42,96.7,3,1,7.65,-1.5,3.7,0.18168053
8400,17.39,0.57,0.58,5.8,0.79,1.4,0.41,306.66,341.73,6,7,5,0.59,17,Superheated,42.5,-42,96.7,4,1,7.65,1.8,-0.9,0.14816442
8401,17.4,0.57,0.6,5.78,0.82,1.4,0.4,307.4,341.24,6,7,5,0.59,17,Superheated,42.5,-42,96.7,5,1,7.65,1.8,1.4,0.11059592
8402,17.41,0.56,0.58,5.82,0.8,1.39,0.4,307.85,341.18,6,7,5,0.61,17,Superheated,42.5,-42,96.7,6,1,7.65,1.8,3.7,0.086724661
8403,17.56,0.56,0.62,5.81,0.8,1.41,0.38,306.81,341.35,6,7,5,0.61,17,Superheated,42.5,-42,96.7,7,1,7.65,5.1,-0.9,0.068358108
8404,17.42,0.56,0.59,5.8,0.79,1.42,0.38,307.94,341.47,6,7,5,0.61,17,Superheated,42.5,-42,96.7,8,1,7.65,5.1,1.4,0.070715852
8405,17.42,0.56,0.58,5.79,0.8,1.38,0.42,308.06,341.56,6,7,5,0.58,17,Superheat,42.5,-42,96.7,9,1,7.65,5.1,3.7,0.12382587
8406,17.39,0.57,0.6,5.82,0.81,1.41,0.39,308.72,341.43,6,7,5,0.6,17,Superheated,42.5,-42,96.7,10,2,6.95,-1.5,-0.9,1.1147963
8407,17.38,0.56,0.61,5.78,0.8,1.41,0.4,307.31,341.37,6,7,5,0.61,17,Superheated,42.5,-42,96.7,11,2,6.95,-1.5,1.4,1.0714821
8408,17.49,0.57,0.61,5.82,0.78,1.41,0.38,307.72,341.63,6,7,5,0.61,17,Superheated,42.5,-42,96.7,12,2,6.95,-1.5,3.7,0.648175
8409,17.4,0.57,0.59,5.81,0.79,1.38,0.41,308.7,341.22,6,7,5,0.6,17,Superheated,42.5,-42,96.7,13,2,6.95,1.8,-0.9,1.1402889
8410,17.45,0.57,0.6,5.79,0.82,1.39,0.39,307.04,341.05,6,7,5,0.6,17,Superheated,42.5,-42,96.7,14,2,6.95,1.8,1.4,1.0944476
8411,17.45,0.56,0.58,5.81,0.79,1.4,0.38,307.07,340.56,6,7,5,0.58,17,Superheated,42.5,-42,96.7,15,2,6.95,1.8,3.7,0.66899234
8412,17.35,0.57,0.59,5.79,0.81,1.39,0.42,307.93,341.56,6,7,5,0.61,17,Superheated,42.5,-42,96.7,16,2,6.95,5.1,-0.9,0.6198585
8413,17.26,0.57,0.61,5.8,0.79,1.39,0.4,307.12,341.17,6,7,5,0.61,17,Superheated,42.5,-42,96.7,17,2,6.95,5.1,1.4,0.61844838
8414,17.34,0.57,0.61,5.78,0.82,1.42,0.38,307.94,340.86,6,7,5,0.59,17,Superheated,42.5,-42,96.7,18,2,6.95,5.1,3.7,0.37890097
8415,17.47,0.57,0.62,5.79,0.82,1.39,0.4,306.46,341.78,6,7,5,0.61,17,Superheated,42.5,-42,96.7,19,3,7.3,-1.75,-0.9,0.45132628
8416,17.33,0.56,0.59,5.78,0.78,1.41,0.4,308.04,341.32,6,7,5,0.58,17,Superheated,42.5,-42,96.7,20,3,7.3,-1.75,1.4,0.45013687
8417,17.45,0.57,0.59,5.82,0.8,1.4,0.39,308.17,341.14,6,7,5,0.61,17,Superheated,42.5,-42,96.7,21,3,7.3,-1.75,3.7,0.31525993
8418,17.53,0.56,0.61,5.78,0.82,1.38,0.41,307.12,341.85,6,7,5,0.61,17,Superheated,42.5,-42,96.7,22,4,7.3,-1.5,4,0.30258355
8419,17.41,0.57,0.61,5.79,0.8,1.38,0.4,307.34,341.75,6,7,5,0.61,17,Superheated,42.5,-42,96.7,23,4,7.3,1.8,4,0.27914384
8420,17.21,0.56,0.59,5.8,0.82,1.4,0.4,308.29,341.63,6,7,5,0.61,17,Superheated,42.5,-42,96.7,24,4,7.3,5.1,4,0.19087386
8421,17.44,0.57,0.6,5.81,0.79,1.38,0.39,309.63,341.93,6,7,5,0.59,17,Superheated,42.5,-42,96.7,25,5,7.3,5.35,-0.9,0.2205431
8422,17.48,0.57,0.61,5.8,0.81,1.38,0.38,307.19,340.84,6,7,5,0.61,17,Superheated,42.5,-42,96.7,26,5,7.3,5.35,1.4,0.22512083
8423,17.54,0.57,0.58,5.81,0.81,1.39,0.39,308.62,341.13,6,7,5,0.61,17,Superheated,42.5,-42,96.7,27,5,7.3,5.35,3.7,0.17671719
8424,7.28,0.36,0.81,3.4,2.38,0.19,1.59,441.61,419.29,8,6,6,2.41,20,Superheated,37.9,-1,152,1,1,10.85,0.2,-0.8,0.15468541
8425,7.08,0.36,0.81,3.4,2.38,0.19,1.58,442.82,418.89,8,6,6,2.4,20,Superheated,37.9,-1,152,2,1,10.85,0.2,2,0.1543981
8426,7.4,0.36,0.8,3.4,2.42,0.22,1.61,441.21,420,8,6,6,2.4,20,Superheated,37.9,-1,152,3,1,10.85,0.2,4.8,0.15661563
8427,7.2,0.36,0.8,3.42,2.4,0.19,1.6,442.11,419.22,8,6,6,2.41,20,Superheated,37.9,-1,152,4,1,10.85,3,-0.8,0.082978688
8428,7.41,0.36,0.79,3.39,2.38,0.18,1.59,441.16,419.19,8,6,6,2.39,20,Superheated,37.9,-1,152,5,1,10.85,3,2,0.081072912
8429,7.36,0.36,0.82,3.39,2.39,0.19,1.6,441.3,419.69,8,6,6,2.4,20,Superheated,37.9,-1,152,6,1,10.85,3,4.8,0.095495127
8430,7.26,0.37,0.8,3.4,2.39,0.22,1.6,440.71,419.58,8,6,6,2.41,20,Superheated,37.9,-1,152,7,1,10.85,5.8,-0.8,0.049556684
8431,7.32,0.37,0.82,3.41,2.39,0.21,1.59,441.33,418.83,8,6,6,2.38,20,Superheated,37.9,-1,152,8,1,10.85,5.8,2,0.063150287
8432,7.27,0.37,0.78,3.38,2.41,0.18,1.59,441.7,418.42,8,6,6,2.38,20,Superheated,37.9,-1,152,9,1,10.85,5.8,4.8,0.084215939
8433,7.35,0.36,0.81,3.39,2.41,0.22,1.61,441.12,419.71,8,6,6,2.42,20,Superheated,37.9,-1,152,10,2,8.35,0.2,-0.8,1.0691366
8434,7.31,0.36,0.81,3.41,2.41,0.19,1.61,440.42,419.56,8,6,6,2.4,20,Superheated,37.9,-1,152,11,2,8.35,0.2,2,0.95972455
8435,7.48,0.36,0.81,3.41,2.42,0.19,1.61,442.66,419.52,8,6,6,2.41,20,Superheated,37.9,-1,152,12,2,8.35,0.2,4.8,0.69048345
8436,7.21,0.36,0.82,3.38,2.39,0.18,1.61,441.82,419.48,8,6,6,2.41,20,Superheated,37.9,-1,152,13,2,8.35,3,-0.8,0.79669017
8437,7.08,0.36,0.81,3.41,2.39,0.2,1.6,442,418.96,8,6,6,2.42,20,Superheated,37.9,-1,152,14,2,8.35,3,2,0.71802729
8438,7.28,0.37,0.79,3.39,2.38,0.18,1.6,441.3,419.68,8,6,6,2.4,20,Superheated,37.9,-1,152,15,2,8.35,3,4.8,0.51318693
8439,7.39,0.37,0.78,3.41,2.39,0.21,1.58,441.35,420.13,8,6,6,2.41,20,Superheated,37.9,-1,152,16,2,8.35,5.8,-0.8,0.57840401
